Treatment,Tank,Fragment,Picture_0,Date_0,F0_0,Fm_0,YII_0,Date_1,F0_1,Fm_1,YII_1,Date_2,F0_2,Fm_2,YII_2,Date_3,F0_3,Fm_3,YII_3,Date_4,F0_4,Fm_4,YII_4,Date_5,F0_5,Fm_5,YII_5,Date_6,F0_6,Fm_6,YII_6,Date_7,F0_7,Fm_7,YII_7,Date_8,F0_8,Fm_8,YII_8,Date_9,F0_9,Fm_9,YII_9,Date_10,F0_10,Fm_10,YII_10,Date_11,F0_11,Fm_11,YII_11,Date_12,F0_12,Fm_12,YII_12,Date_13,F0_13,Fm_13,YII_13,Date_14,F0_14,Fm_14,YII_14,Date_15,Tank_15,F0_15,Fm_15,YII_15,Date_16,Tank_16,F0_16,Fm_16,YII_16,Date_17,Tank_17,F0_17,Fm_17,YII_17,Date_18,Tank_18,F0_18,Fm_18,YII_17,Date_19,Tank_19,Fo_19,Fm_19,YII_19
28b,,14c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,4,0.126,0.3343,0.623,2017-08-16,3,0.1608,0.4235,0.62,2017-08-25,3,0.15,0.3162,0.526,2017-09-20,2,0.1495,0.3328,0.551,2017-09-27,4,0.1804,0.3667,0.508
28b,,23c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,4,0.15,0.3858,0.611,2017-08-16,3,0.1618,0.4064,0.602,2017-08-25,3,0.2005,0.4049,0.505,2017-09-20,2,0.1819,0.4069,0.553,2017-09-27,4,0.1466,0.3123,0.531
28b,,24c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,4,0.1672,0.4417,0.622,2017-08-16,3,0.151,0.3882,0.611,2017-08-25,3,0.1912,0.3824,0.5,2017-09-20,2,0.1706,0.4108,0.585,2017-09-27,4,0.1534,0.351,0.563
28b,,25c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,4,0.1887,0.4676,0.596,2017-08-16,3,0.1863,0.4382,0.575,2017-08-25,3,0.1966,0.3912,0.497,2017-09-20,2,0.1662,0.401,0.586,2017-09-27,4,0.1721,0.3662,0.53
28b,,31c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,4,0.1348,0.3529,0.618,2017-08-16,3,0.1725,0.4324,0.601,2017-08-25,3,0.1975,0.3858,0.488,2017-09-20,2,0.1789,0.423,0.577,2017-09-27,4,0.1608,0.3407,0.528
28b,,35c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,4,0.1922,0.4887,0.607,2017-08-16,3,0.1794,0.4662,0.615,2017-08-25,3,0.1716,0.351,0.511,2017-09-20,2,0.1868,0.3912,0.523,2017-09-27,4,0.1907,0.3887,0.509
28b,,38c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,4,0.1529,0.3843,0.602,2017-08-16,3,0.1426,0.3608,0.605,2017-08-25,3,0.1995,0.4225,0.528,2017-09-20,2,0.1583,0.3691,0.571,2017-09-27,4,0.152,0.3338,0.545
28b,,41c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,4,0.1569,0.4549,0.655,2017-08-16,3,0.1613,0.451,0.642,2017-08-25,3,0.1431,0.3275,0.563,2017-09-20,2,0.1485,0.3701,0.599,2017-09-27,4,0.1417,0.3461,0.591
28b,,45c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,4,0.1995,0.5167,0.614,2017-08-16,3,0.174,0.4289,0.594,2017-08-25,3,0.1461,0.3015,0.515,2017-09-20,2,0.1574,0.3725,0.578,2017-09-27,4,0.1662,0.376,0.558
28b,,62c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,4,0.1657,0.4407,0.624,2017-08-16,3,0.151,0.4235,0.644,2017-08-25,3,0.1407,0.3441,0.591,2017-09-20,2,0.176,0.4093,0.57,2017-09-27,4,0.1819,0.377,0.518
28b,,63c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,4,0.1382,0.3902,0.646,2017-08-16,3,0.1647,0.4593,0.641,2017-08-25,3,0.1897,0.426,0.555,2017-09-20,2,0.1588,0.3672,0.567,2017-09-27,4,0.1755,0.3632,0.517
28b,,65c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,4,0.1515,0.4564,0.668,2017-08-16,3,0.1735,0.4716,0.632,2017-08-25,3,0.1843,0.4583,0.598,2017-09-20,2,0.1686,0.4515,0.626,2017-09-27,4,0.1676,0.4098,0.591
28b,,66c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,4,0.1304,0.3608,0.639,2017-08-16,3,0.1961,0.576,0.66,2017-08-25,3,0.1858,0.4181,0.556,2017-09-20,2,0.1387,0.3721,0.627,2017-09-27,4,0.1539,0.3652,0.579
28b,,69c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,4,0.1216,0.3637,0.666,2017-08-16,3,0.1309,0.3931,0.667,2017-08-25,3,0.1637,0.401,0.592,2017-09-20,2,0.1745,0.4559,0.617,2017-09-27,4,0.1588,0.3794,0.581
28b,,72c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,4,0.1946,0.4074,0.522,2017-08-16,3,0.1858,0.3863,0.519,2017-08-25,3,0.1706,0.3049,0.441,2017-09-20,2,0.1868,0.3696,0.495,2017-09-27,4,0.2025,0.3735,0.458
28b,,87c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,4,0.1368,0.3794,0.64,2017-08-16,3,0.1485,0.3887,0.618,2017-08-25,3,0.1593,0.3539,0.55,2017-09-20,2,0.1799,0.4108,0.562,2017-09-27,4,0.1451,0.3113,0.534
29,2,4,23,12.04.17,0.1294,0.2373,0.455,19.04.17,0.1471,0.2672,0.45,26.04.17,0.1446,0.2637,0.452,2017-05-10,0.1652,0.2461,0.329,2017-05-17,0.15,0.2088,0.282,2017-05-24,0.1539,0.2627,0.414,2017-05-31,0.151,0.2863,0.473,2017-06-07,0.1534,0.3466,0.557,2017-06-14,0.1402,0.3181,0.559,2017-06-21,0.1564,0.3593,0.565,2017-06-28,0.1426,0.3402,0.581,2017-07-05,0.1284,0.3319,0.613,2017-07-12,0.1456,0.3779,0.615,2017-07-19,0.1417,0.348,0.593,2017-07-26,0.1299,0.3456,0.624,2017-08-09,3,0.1451,0.3667,0.604,2017-08-16,1,0.1319,0.3701,0.644,2017-08-25,1,0.1279,0.327,0.609,2017-09-20,4,0.1309,0.3127,0.582,2017-09-27,3,0.1387,0.326,0.574
29,2,5,27,12.04.17,0.1245,0.2858,0.564,19.04.17,0.1309,0.3059,0.572,26.04.17,0.1775,0.2902,0.389,2017-05-10,0.1343,0.2922,0.54,2017-05-17,0.148,0.3069,0.518,2017-05-24,0.1304,0.299,0.564,2017-05-31,0.1485,0.3289,0.548,2017-06-07,0.1314,0.3328,0.605,2017-06-14,0.1304,0.3289,0.604,2017-06-21,0.1475,0.3804,0.612,2017-06-28,0.1495,0.3529,0.576,2017-07-05,0.1461,0.3485,0.581,2017-07-12,0.1578,0.4172,0.622,2017-07-19,0.1343,0.3564,0.623,2017-07-26,0.1461,0.3887,0.624,2017-08-09,3,0.1588,0.4049,0.608,2017-08-16,1,0.1475,0.4181,0.647,2017-08-25,1,0.1662,0.426,0.61,2017-09-20,4,0.1662,0.3936,0.578,2017-09-27,3,0.1505,0.3446,0.563
29,2,6,24,12.04.17,0.1328,0.2941,0.548,19.04.17,0.1892,0.3647,0.481,26.04.17,0.177,0.3167,0.441,2017-05-10,0.1868,0.2868,0.349,2017-05-17,0.1632,0.2691,0.393,2017-05-24,0.1652,0.3255,0.492,2017-05-31,0.1569,0.3123,0.498,2017-06-07,0.176,0.3873,0.546,2017-06-14,0.1559,0.3613,0.569,2017-06-21,0.1422,0.3431,0.586,2017-06-28,0.1549,0.3843,0.597,2017-07-05,0.174,0.4206,0.586,2017-07-12,0.1588,0.4005,0.603,2017-07-19,0.1711,0.4201,0.593,2017-07-26,0.1657,0.4088,0.595,2017-08-09,3,0.173,0.4632,0.626,2017-08-16,1,0.1627,0.45,0.638,2017-08-25,1,0.1799,0.4441,0.595,2017-09-20,4,0.2103,0.5034,0.582,2017-09-27,3,0.1721,0.3848,0.553
29,2,22,26,12.04.17,0.1534,0.3191,0.519,19.04.17,0.1475,0.2652,0.444,26.04.17,0.2015,0.377,0.466,2017-05-10,0.1554,0.2461,0.369,2017-05-17,0.1613,0.2716,0.406,2017-05-24,0.1647,0.3603,0.543,2017-05-31,0.1578,0.3127,0.495,2017-06-07,0.1755,0.3701,0.526,2017-06-14,0.1721,0.352,0.511,2017-06-21,0.1799,0.3578,0.497,2017-06-28,0.1569,0.3495,0.551,2017-07-05,0.1593,0.3593,0.557,2017-07-12,0.1456,0.3235,0.55,2017-07-19,0.1662,0.3534,0.53,2017-07-26,0.1755,0.3706,0.526,2017-08-09,3,0.1667,0.476,0.65,2017-08-16,1,0.1975,0.4971,0.603,2017-08-25,1,0.2034,0.4466,0.544,2017-09-20,4,0.1701,0.3564,0.523,2017-09-27,3,0.1863,0.3799,0.51
29,2,32,26,12.04.17,0.1637,0.3446,0.525,19.04.17,0.1676,0.3475,0.518,26.04.17,0.1975,0.3348,0.41,2017-05-10,0.1951,0.3412,0.428,2017-05-17,0.2005,0.3657,0.452,2017-05-24,0.2039,0.4446,0.541,2017-05-31,0.1902,0.3922,0.515,2017-06-07,0.2172,0.477,0.545,2017-06-14,0.1853,0.3794,0.512,2017-06-21,0.2059,0.4353,0.527,2017-06-28,0.1873,0.4245,0.559,2017-07-05,0.174,0.3779,0.54,2017-07-12,0.1907,0.4451,0.572,2017-07-19,0.1789,0.4221,0.576,2017-07-26,0.1887,0.45,0.581,2017-08-09,3,0.1995,0.5211,0.617,2017-08-16,1,0.1848,0.4838,0.618,2017-08-25,1,0.2123,0.4637,0.542,2017-09-20,4,0.1863,0.4083,0.544,2017-09-27,3,0.1784,0.3912,0.544
29,2,33,22,12.04.17,0.1363,0.2961,0.54,19.04.17,0.1931,0.3637,0.469,26.04.17,0.1985,0.3941,0.496,2017-05-10,0.199,0.3436,0.421,2017-05-17,0.1936,0.3373,0.426,2017-05-24,0.1902,0.3637,0.477,2017-05-31,0.1946,0.3995,0.513,2017-06-07,0.1833,0.3971,0.538,2017-06-14,0.1951,0.4103,0.524,2017-06-21,0.1814,0.4971,0.635,2017-06-28,0.1868,0.3941,0.526,2017-07-05,0.1887,0.3951,0.522,2017-07-12,0.1907,0.4196,0.546,2017-07-19,0.2015,0.4608,0.563,2017-07-26,0.177,0.4387,0.597,2017-08-09,3,0.1985,0.5672,0.65,2017-08-16,1,0.1809,0.4725,0.617,2017-08-25,1,0.1686,0.3779,0.554,2017-09-20,4,0.1539,0.3471,0.556,2017-09-27,3,0.1789,0.4064,0.56
29,2,39,22,12.04.17,0.1358,0.3039,0.553,19.04.17,0.1441,0.2721,0.47,26.04.17,0.1853,0.3289,0.437,2017-05-10,0.152,0.2426,0.374,2017-05-17,0.1632,0.2681,0.391,2017-05-24,0.1475,0.2623,0.437,2017-05-31,0.1657,0.3152,0.474,2017-06-07,0.148,0.3309,0.553,2017-06-14,0.1613,0.3789,0.574,2017-06-21,0.1466,0.474,0.691,2017-06-28,0.1422,0.3534,0.598,2017-07-05,0.1333,0.3275,0.593,2017-07-12,0.1593,0.4328,0.632,2017-07-19,0.1598,0.4245,0.624,2017-07-26,0.1824,0.4971,0.633,2017-08-09,3,0.1583,0.4613,0.657,2017-08-16,1,0.1721,0.4784,0.64,2017-08-25,1,0.1314,0.3176,0.586,2017-09-20,4,0.149,0.3294,0.548,2017-09-27,3,0.1505,0.348,0.568
29,2,48,23,12.04.17,0.1294,0.2657,0.513,19.04.17,0.1735,0.2902,0.402,26.04.17,0.1765,0.3343,0.472,2017-05-10,0.1882,0.2721,0.308,2017-05-17,0.1721,0.249,0.309,2017-05-24,0.1853,0.3275,0.434,2017-05-31,0.1848,0.3422,0.46,2017-06-07,0.1936,0.3995,0.515,2017-06-14,0.1961,0.3902,0.497,2017-06-21,0.1701,0.3505,0.515,2017-06-28,0.1716,0.3706,0.537,2017-07-05,0.1779,0.3946,0.549,2017-07-12,0.1755,0.3828,0.542,2017-07-19,0.1902,0.4088,0.535,2017-07-26,0.2,0.473,0.577,2017-08-09,3,0.1402,0.3971,0.647,2017-08-16,1,0.202,0.4843,0.583,2017-08-25,1,0.1755,0.3569,0.508,2017-09-20,4,0.1564,0.349,0.552,2017-09-27,3,0.177,0.3868,0.542
29,2,52,23,12.04.17,0.1657,0.3054,0.457,19.04.17,0.1691,0.3583,0.528,26.04.17,0.1789,0.3377,0.47,2017-05-10,0.1931,0.3358,0.425,2017-05-17,0.1917,0.3343,0.427,2017-05-24,0.1863,0.4083,0.544,2017-05-31,0.1824,0.3853,0.527,2017-06-07,0.2029,0.4922,0.588,2017-06-14,0.1578,0.348,0.546,2017-06-21,0.174,0.4034,0.569,2017-06-28,0.1637,0.4176,0.608,2017-07-05,0.1735,0.4029,0.569,2017-07-12,0.1794,0.4402,0.592,2017-07-19,0.1711,0.4294,0.602,2017-07-26,0.1809,0.4721,0.617,2017-08-09,3,0.1956,0.5373,0.636,2017-08-16,1,0.1598,0.4348,0.632,2017-08-25,1,0.1613,0.3676,0.561,2017-09-20,4,0.1784,0.3235,0.448,2017-09-27,3,0.1397,0.3407,0.59
29,2,53,22,12.04.17,0.148,0.298,0.503,19.04.17,0.1446,0.3113,0.535,26.04.17,0.1544,0.324,0.523,2017-05-10,0.1539,0.2912,0.471,2017-05-17,0.1863,0.3466,0.463,2017-05-24,0.1515,0.3025,0.499,2017-05-31,0.1544,0.3387,0.544,2017-06-07,0.1598,0.3745,0.573,2017-06-14,0.151,0.3529,0.572,2017-06-21,0.1574,0.4936,0.681,2017-06-28,0.1564,0.3775,0.586,2017-07-05,0.1495,0.3451,0.567,2017-07-12,0.1701,0.4255,0.6,2017-07-19,0.1632,0.4093,0.601,2017-07-26,0.1897,0.502,0.622,2017-08-09,3,0.1701,0.4574,0.628,2017-08-16,1,0.1593,0.4475,0.644,2017-08-25,1,0.1779,0.4025,0.558,2017-09-20,4,0.1618,0.348,0.535,2017-09-27,3,0.1804,0.402,0.551
29,2,54,21,12.04.17,0.1407,0.2554,0.449,19.04.17,0.1343,0.2549,0.473,26.04.17,0.1858,0.4069,0.543,2017-05-10,0.1588,0.2613,0.392,2017-05-17,0.1725,0.2971,0.419,2017-05-24,0.1676,0.3245,0.483,2017-05-31,0.1657,0.3299,0.498,2017-06-07,0.1686,0.3789,0.555,2017-06-14,0.1564,0.3721,0.58,2017-06-21,0.1716,0.3985,0.569,2017-06-28,0.1549,0.374,0.586,2017-07-05,0.1495,0.3529,0.576,2017-07-12,0.152,0.3931,0.613,2017-07-19,0.1353,0.3412,0.603,2017-07-26,0.175,0.4662,0.625,2017-08-09,3,0.1358,0.3569,0.62,2017-08-16,1,0.1838,0.4956,0.629,2017-08-25,1,0.1529,0.3569,0.571,2017-09-20,4,0.1328,0.3118,0.574,2017-09-27,3,0.1564,0.3951,0.604
29,2,70,24,12.04.17,0.125,0.2716,0.54,19.04.17,0.1701,0.3534,0.519,26.04.17,0.1603,0.3554,0.549,2017-05-10,0.1696,0.2838,0.402,2017-05-17,0.1745,0.2897,0.398,2017-05-24,0.1559,0.3137,0.503,2017-05-31,0.1623,0.3348,0.515,2017-06-07,0.1745,0.4029,0.567,2017-06-14,0.1647,0.3735,0.559,2017-06-21,0.1422,0.3387,0.58,2017-06-28,0.1525,0.3868,0.606,2017-07-05,0.1725,0.4127,0.582,2017-07-12,0.1789,0.4613,0.612,2017-07-19,0.1593,0.4103,0.612,2017-07-26,0.1495,0.3716,0.598,2017-08-09,3,0.1824,0.4804,0.62,2017-08-16,1,0.1824,0.4931,0.63,2017-08-25,1,0.1578,0.3539,0.554,2017-09-20,4,0.1441,0.3025,0.524,2017-09-27,3,0.1603,0.3941,0.593
29,2,75,24,12.04.17,0.1686,0.3539,0.524,19.04.17,0.1828,0.3583,0.49,26.04.17,0.1637,0.3044,0.462,2017-05-10,0.1735,0.3074,0.435,2017-05-17,0.1946,0.3505,0.445,2017-05-24,0.1446,0.2897,0.501,2017-05-31,0.1544,0.3108,0.503,2017-06-07,0.1838,0.3255,0.435,2017-06-14,0.1515,0.3304,0.542,2017-06-21,0.1456,0.3137,0.536,2017-06-28,0.1515,0.3544,0.573,2017-07-05,0.1863,0.3765,0.505,2017-07-12,0.1642,0.3574,0.54,2017-07-19,0.1618,0.3765,0.57,2017-07-26,0.1583,0.3926,0.597,2017-08-09,3,0.1627,0.3848,0.577,2017-08-16,1,0.1637,0.4495,0.636,2017-08-25,1,0.1833,0.4098,0.553,2017-09-20,4,0.1701,0.3593,0.527,2017-09-27,3,0.1348,0.3093,0.564
29,2,80,25,12.04.17,0.1358,0.3064,0.557,19.04.17,0.1627,0.3647,0.554,26.04.17,0.1917,0.4206,0.544,2017-05-10,0.199,0.4088,0.513,2017-05-17,0.1652,0.3069,0.462,2017-05-24,0.1926,0.4069,0.527,2017-05-31,0.1794,0.4034,0.555,2017-06-07,Picture was bad,NA,NA,2017-06-14,0.1721,0.352,0.511,2017-06-21,0.1613,0.3627,0.555,2017-06-28,0.176,0.4319,0.593,2017-07-05,0.1696,0.3799,0.554,2017-07-12,0.175,0.4025,0.565,2017-07-19,0.1931,0.476,0.594,2017-07-26,0.1441,0.3525,0.591,2017-08-09,3,0.1799,0.476,0.622,2017-08-16,1,0.1897,0.5015,0.622,2017-08-25,1,0.1819,0.3995,0.545,2017-09-20,4,0.1564,0.3534,0.558,2017-09-27,3,0.1446,0.3387,0.573
29,2,81,25,12.04.17,0.1279,0.2466,0.481,19.04.17,0.1716,0.3064,0.44,26.04.17,0.1505,0.298,0.495,2017-05-10,0.1882,0.3127,0.398,2017-05-17,0.1549,0.2387,0.351,2017-05-24,0.1696,0.3324,0.49,2017-05-31,0.201,0.4255,0.528,2017-06-07,Picture was bad,NA,NA,2017-06-14,0.2005,0.4225,0.526,2017-06-21,0.1598,0.3696,0.568,2017-06-28,0.1877,0.4466,0.58,2017-07-05,0.1868,0.3676,0.492,2017-07-12,0.1779,0.4025,0.558,2017-07-19,0.1608,0.3868,0.584,2017-07-26,0.1515,0.3701,0.591,2017-08-09,3,0.1578,0.4279,0.631,2017-08-16,1,0.1554,0.4054,0.617,2017-08-25,1,0.1672,0.3686,0.547,2017-09-20,4,0.175,0.3642,0.52,2017-09-27,3,0.1833,0.3877,0.527
29,2,89,26,12.04.17,0.1446,0.2833,0.49,19.04.17,0.1735,0.3005,0.423,26.04.17,0.1745,0.3417,0.489,2017-05-10,0.1735,0.2652,0.346,2017-05-17,0.1819,0.3059,0.405,2017-05-24,0.1917,0.3902,0.509,2017-05-31,0.1843,0.3637,0.493,2017-06-07,0.2029,0.4235,0.521,2017-06-14,0.2005,0.4225,0.526,2017-06-21,0.1966,0.3956,0.503,2017-06-28,0.1554,0.3466,0.552,2017-07-05,0.2005,0.4235,0.527,2017-07-12,0.202,0.4569,0.558,2017-07-19,0.1833,0.4137,0.557,2017-07-26,0.1828,0.3681,0.503,2017-08-09,3,0.1451,0.3667,0.604,2017-08-16,1,0.1833,0.4382,0.582,2017-08-25,1,0.2015,0.3936,0.488,2017-09-20,4,0.2103,0.4132,0.491,2017-09-27,3,0.1873,0.3784,0.505
29,2,93,27,12.04.17,0.1324,0.3113,0.575,19.04.17,0.1647,0.3083,0.466,26.04.17,0.1995,0.4093,0.513,2017-05-10,0.1578,0.3132,0.496,2017-05-17,0.1711,0.3377,0.493,2017-05-24,0.1667,0.3696,0.549,2017-05-31,0.1676,0.3632,0.538,2017-06-07,0.1618,0.399,0.595,2017-06-14,0.1515,0.3672,0.587,2017-06-21,0.1515,0.3647,0.585,2017-06-28,0.1529,0.3225,0.526,2017-07-05,0.1539,0.3637,0.577,2017-07-12,0.1578,0.3946,0.6,2017-07-19,0.1583,0.3789,0.582,2017-07-26,0.1598,0.3926,0.593,2017-08-09,3,0.1588,0.4049,0.608,2017-08-16,1,0.1922,0.5181,0.629,2017-08-25,1,0.1314,0.2912,0.549,2017-09-20,4,0.1574,0.3343,0.529,2017-09-27,3,0.1593,0.352,0.547
29,2,95,24,12.04.17,0.1368,0.274,0.501,19.04.17,0.1652,0.3672,0.55,26.04.17,0.1858,0.3539,0.475,2017-05-10,0.1456,0.2907,0.499,2017-05-17,0.1549,0.3,0.484,2017-05-24,0.1569,0.3304,0.525,2017-05-31,0.148,0.302,0.51,2017-06-07,0.1716,0.3725,0.539,2017-06-14,0.1588,0.3721,0.573,2017-06-21,0.1495,0.3363,0.555,2017-06-28,0.1417,0.3431,0.587,2017-07-05,0.1314,0.3142,0.582,2017-07-12,0.1583,0.3696,0.572,2017-07-19,0.1549,0.3642,0.575,2017-07-26,0.1451,0.3564,0.593,2017-08-09,3,0.173,0.4632,0.626,2017-08-16,1,0.1441,0.3789,0.62,2017-08-25,1,0.1358,0.2873,0.527,2017-09-20,4,0.1647,0.3373,0.512,2017-09-27,3,0.1613,0.3598,0.552
26c,2,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-25,2,0.1676,0.2407,0.303,2017-09-20,3,0.1613,0.3132,0.485,2017-09-27,1,0.1554,0.3328,0.533
26c,2,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-25,2,0.1647,0.2598,0.366,2017-09-20,3,0.1985,0.4255,0.533,2017-09-27,1,0.1843,0.4147,0.556
26c,2,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-25,2,0.1539,0.2426,0.366,2017-09-20,3,0.1426,0.3289,0.566,2017-09-27,1,0.1608,0.3784,0.575
27c,4,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-25,4,0.2064,0.3162,0.347,2017-09-20,1,0.1784,0.3721,0.52,2017-09-27,2,0.1951,0.4005,0.513
27c,4,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-25,4,0.1627,0.2853,0.43,2017-09-20,1,0.1623,0.3235,0.498,2017-09-27,2,0.1701,0.3951,0.569
27c,4,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-25,4,0.1554,0.3,0.482,2017-09-20,1,0.1598,0.3843,0.584,2017-09-27,2,0.1534,0.3804,0.597
28c,3,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-25,3,0.1662,0.274,0.394,2017-09-20,2,0.1466,0.35,0.581,2017-09-27,4,0.1515,0.3515,0.569
28c,3,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-25,3,0.1544,0.277,0.442,2017-09-20,2,0.1534,0.3667,0.582,2017-09-27,4,0.1324,0.3054,0.567
28c,3,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-25,3,0.149,0.2897,0.486,2017-09-20,2,0.148,0.3637,0.593,2017-09-27,4,0.1412,0.3324,0.575
29c,1,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-25,1,0.2054,0.3206,0.359,2017-09-20,4,0.1304,0.2931,0.555,2017-09-27,3,0.1652,0.3475,0.525
29c,1,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-25,1,0.15,0.2706,0.446,2017-09-20,4,0.1348,0.3176,0.576,2017-09-27,3,0.149,0.3539,0.579
29c,1,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-25,1,0.2172,0.3368,0.355,2017-09-20,4,0.1873,0.4181,0.552,2017-09-27,3,0.1975,0.4059,0.513
27,3,3,1,12.04.17,0.1525,0.3382,0.549,19.04.17,0.1539,0.2887,0.467,26.04.17,0.1941,0.3897,0.502,2017-05-10,0.1696,0.2882,0.412,2017-05-17,0.1647,0.274,0.399,2017-05-24,0.1422,0.2392,0.406,2017-05-31,0.1382,0.2652,0.479,2017-06-07,NA,NA,NA,2017-06-14,NA,NA,NA,2017-06-21,NA,NA,NA,2017-06-28,NA,NA,NA,2017-07-05,NA,NA,NA,2017-07-12,NA,NA,NA,2017-07-19,NA,NA,NA,2017-07-26,NA,NA,NA,2017-08-09,Dead,NA,NA,NA,,,NA,NA,NA,,,,,,,,,,,,,,,
28,1,8,15,12.04.17,0.1358,0.2132,0.363,19.04.17,0.1299,0.2863,0.546,26.04.17,0.1824,0.2833,0.356,2017-05-10,0.151,0.3157,0.522,2017-05-17,0.1618,0.3564,0.546,2017-05-24,0.1583,0.3554,0.554,2017-05-31,0.1426,0.3137,0.545,2017-06-07,0.1676,0.4069,0.588,2017-06-14,NA,NA,NA,2017-06-21,NA,NA,NA,2017-06-28,NA,NA,NA,2017-07-05,NA,NA,NA,2017-07-12,NA,NA,NA,2017-07-19,NA,NA,NA,2017-07-26,NA,NA,NA,2017-08-09,Dead,NA,NA,NA,,,NA,NA,NA,,,,,,,,,,,,,,,
28,1,15,15,12.04.17,0.1304,0.2608,0.5,19.04.17,0.1691,0.3422,0.506,26.04.17,0.174,0.3255,0.465,2017-05-10,0.1784,0.3074,0.419,2017-05-17,0.1868,0.3407,0.452,2017-05-24,0.1505,0.2902,0.481,2017-05-31,0.1431,0.2794,0.488,2017-06-07,0.1828,0.3946,0.537,2017-06-14,NA,NA,NA,2017-06-21,NA,NA,NA,2017-06-28,NA,NA,NA,2017-07-05,NA,NA,NA,2017-07-12,NA,NA,NA,2017-07-19,NA,NA,NA,2017-07-26,NA,NA,NA,2017-08-09,Dead,NA,NA,NA,,,NA,NA,NA,,,,,,,,,,,,,,,
