"","Time","Date","Colony","Core","Temp","CO2","YII"
"162",0,"2017-09-01",23,"23-39",29,"HCO2",0.483
"163",0,"2017-09-01",23,"23-47",29,"HCO2",0.483
"164",0,"2017-09-01",24,"24-1",29,"HCO2",0.516
"165",0,"2017-09-01",24,"24-33",29,"HCO2",0.51
"166",0,"2017-09-01",24,"24-41",29,"HCO2",0.511
"167",0,"2017-09-01",24,"24-49",29,"HCO2",0.501
"168",0,"2017-09-01",27,"27-14",29,"HCO2",0.45
"169",0,"2017-09-01",27,"27-36",29,"HCO2",0.474
"170",0,"2017-09-01",27,"27-81",29,"HCO2",0.447
"171",0,"2017-09-01",30,"30-31",29,"HCO2",0.534
"172",0,"2017-09-01",30,"30-40",29,"HCO2",0.524
"173",0,"2017-09-01",30,"30-49",29,"HCO2",0.53
"174",0,"2017-09-01",20,"20-51",29,"LCO2",0.532
"175",0,"2017-09-01",20,"20-60",29,"LCO2",0.504
"176",0,"2017-09-01",20,"20-69",29,"LCO2",0.522
"177",0,"2017-09-01",20,"20-80",29,"LCO2",0.445
"178",0,"2017-09-01",20,"20-90",29,"LCO2",0.51
"179",0,"2017-09-01",20,"20-99",29,"LCO2",0.461
"180",0,"2017-09-01",22,"22-46",29,"LCO2",0.512
"181",0,"2017-09-01",22,"22-54",29,"LCO2",0.498
"182",0,"2017-09-01",22,"22-64",29,"LCO2",0.498
"183",0,"2017-09-01",23,"23-14",29,"LCO2",0.505
"184",0,"2017-09-01",23,"23-23",29,"LCO2",0.461
"185",0,"2017-09-01",23,"23-35",29,"LCO2",0.466
"186",0,"2017-09-01",23,"23-43",29,"LCO2",0.489
"187",0,"2017-09-01",23,"23-53",29,"LCO2",0.468
"188",0,"2017-09-01",24,"24-29",29,"LCO2",0.493
"189",0,"2017-09-01",24,"24-37",29,"LCO2",0.508
"190",0,"2017-09-01",24,"24-45",29,"LCO2",0.511
"191",0,"2017-09-01",24,"24-53",29,"LCO2",0.499
"192",0,"2017-09-01",27,"27-4",29,"LCO2",0.468
"193",0,"2017-09-01",27,"27-64",29,"LCO2",0.493
"194",0,"2017-09-01",27,"27-95",29,"LCO2",0.508
"195",0,"2017-09-01",30,"30-35",29,"LCO2",0.548
"196",0,"2017-09-01",30,"30-44",29,"LCO2",0.516
"197",0,"2017-09-01",30,"30-54",29,"LCO2",0.515
"198",1,"2017-10-03",20,"20-34",26,"HCO2",0.5
"199",1,"2017-10-03",20,"20-52",26,"HCO2",0.456
"200",1,"2017-10-03",20,"20-61",26,"HCO2",0.514
"201",1,"2017-10-03",20,"20-71",26,"HCO2",0.417
"202",1,"2017-10-03",20,"20-82",26,"HCO2",0.47
"203",1,"2017-10-03",20,"20-91",26,"HCO2",0.5
"204",1,"2017-10-03",20,"20-101",26,"HCO2",0.5
"205",1,"2017-10-03",22,"22-20",26,"HCO2",0.41
"206",1,"2017-10-03",22,"22-47",26,"HCO2",0.424
"207",1,"2017-10-03",22,"22-55",26,"HCO2",0.426
"208",1,"2017-10-03",22,"22-65",26,"HCO2",0.423
"209",1,"2017-10-03",23,"23-15",26,"HCO2",0.39
"210",1,"2017-10-03",23,"23-25",26,"HCO2",0.418
"211",1,"2017-10-03",23,"23-44",26,"HCO2",0.409
"212",1,"2017-10-03",23,"23-69",26,"HCO2",0.397
"213",1,"2017-10-03",24,"24-30",26,"HCO2",0.417
"214",1,"2017-10-03",24,"24-38",26,"HCO2",0.423
"215",1,"2017-10-03",24,"24-46",26,"HCO2",0.437
"216",1,"2017-10-03",27,"27-7",26,"HCO2",0.418
"217",1,"2017-10-03",27,"27-23",26,"HCO2",0.407
"218",1,"2017-10-03",27,"27-65",26,"HCO2",0.414
"219",1,"2017-10-03",27,"27-96",26,"HCO2",0.425
"220",1,"2017-10-03",30,"30-36",26,"HCO2",0.478
"221",1,"2017-10-03",30,"30-45",26,"HCO2",0.485
"222",1,"2017-10-03",30,"30-59",26,"HCO2",0.473
"223",1,"2017-10-03",20,"20-47",26,"LCO2",0.484
"224",1,"2017-10-03",20,"20-57",26,"LCO2",0.491
"225",1,"2017-10-03",20,"20-66",26,"LCO2",0.458
"226",1,"2017-10-03",20,"20-76",26,"LCO2",0.519
"227",1,"2017-10-03",20,"20-87",26,"LCO2",0.414
"228",1,"2017-10-03",20,"20-95",26,"LCO2",0.427
"229",1,"2017-10-03",22,"22-5",26,"LCO2",0.433
"230",1,"2017-10-03",22,"22-43",26,"LCO2",0.41
"231",1,"2017-10-03",22,"22-60",26,"LCO2",0.412
"232",1,"2017-10-03",23,"23-10",26,"LCO2",0.389
"233",1,"2017-10-03",23,"23-20",26,"LCO2",0.391
"234",1,"2017-10-03",23,"23-32",26,"LCO2",0.401
"235",1,"2017-10-03",23,"23-40",26,"LCO2",0.365
"236",1,"2017-10-03",23,"23-48",26,"LCO2",0.409
"237",1,"2017-10-03",24,"24-4",26,"LCO2",0.455
"238",1,"2017-10-03",24,"24-34",26,"LCO2",0.414
"239",1,"2017-10-03",24,"24-42",26,"LCO2",0.416
"240",1,"2017-10-03",24,"24-50",26,"LCO2",0.427
"241",1,"2017-10-03",27,"27-15",26,"LCO2",0.4
"242",1,"2017-10-03",27,"27-39",26,"LCO2",0.4
"243",1,"2017-10-03",27,"27-82",26,"LCO2",0.425
"244",1,"2017-10-03",30,"30-32",26,"LCO2",0.474
"245",1,"2017-10-03",30,"30-41",26,"LCO2",0.465
"246",1,"2017-10-03",30,"30-50",26,"LCO2",0.463
"247",1,"2017-10-03",20,"20-35",27,"HCO2",0.477
"248",1,"2017-10-03",20,"20-53",27,"HCO2",0.505
"249",1,"2017-10-03",20,"20-62",27,"HCO2",0.451
"250",1,"2017-10-03",20,"20-72",27,"HCO2",0.522
"251",1,"2017-10-03",20,"20-84",27,"HCO2",0.502
"252",1,"2017-10-03",20,"20-92",27,"HCO2",0.441
"253",1,"2017-10-03",20,"20-102",27,"HCO2",0.497
"254",1,"2017-10-03",22,"22-22",27,"HCO2",0.418
"255",1,"2017-10-03",22,"22-48",27,"HCO2",0.432
"256",1,"2017-10-03",22,"22-56",27,"HCO2",0.45
"257",1,"2017-10-03",23,"23-1",27,"HCO2",0.399
"258",1,"2017-10-03",23,"23-16",27,"HCO2",0.405
"259",1,"2017-10-03",23,"23-26",27,"HCO2",0.403
"260",1,"2017-10-03",23,"23-37",27,"HCO2",0.396
"261",1,"2017-10-03",23,"23-45",27,"HCO2",0.412
"262",1,"2017-10-03",24,"24-31",27,"HCO2",0.424
"263",1,"2017-10-03",24,"24-39",27,"HCO2",0.391
"264",1,"2017-10-03",24,"24-47",27,"HCO2",0.443
"265",1,"2017-10-03",27,"27-10",27,"HCO2",0.368
"266",1,"2017-10-03",27,"27-25",27,"HCO2",0.369
"267",1,"2017-10-03",27,"27-70",27,"HCO2",0.431
"268",1,"2017-10-03",30,"30-29",27,"HCO2",0.481
"269",1,"2017-10-03",30,"30-37",27,"HCO2",0.482
"270",1,"2017-10-03",30,"30-46",27,"HCO2",0.464
"271",1,"2017-10-03",30,"30-61",27,"HCO2",0.462
"272",1,"2017-10-03",20,"20-49",27,"LCO2",0.488
"273",1,"2017-10-03",20,"20-58",27,"LCO2",0.43
"274",1,"2017-10-03",20,"20-67",27,"LCO2",0.455
"275",1,"2017-10-03",20,"20-77",27,"LCO2",0.435
"276",1,"2017-10-03",20,"20-88",27,"LCO2",0.452
"277",1,"2017-10-03",20,"20-96",27,"LCO2",0.475
"278",1,"2017-10-03",22,"22-13",27,"LCO2",0.425
"279",1,"2017-10-03",22,"22-44",27,"LCO2",0.425
"280",1,"2017-10-03",22,"22-52",27,"LCO2",0.428
"281",1,"2017-10-03",22,"22-61",27,"LCO2",0.415
"282",1,"2017-10-03",23,"23-11",27,"LCO2",0.404
"283",1,"2017-10-03",23,"23-33",27,"LCO2",0.399
"284",1,"2017-10-03",23,"23-41",27,"LCO2",0.392
"285",1,"2017-10-03",23,"23-49",27,"LCO2",0.393
"286",1,"2017-10-03",23,"23-77",27,"LCO2",0.399
"287",1,"2017-10-03",24,"24-13",27,"LCO2",0.451
"288",1,"2017-10-03",24,"24-35",27,"LCO2",0.434
"289",1,"2017-10-03",24,"24-43",27,"LCO2",0.447
"290",1,"2017-10-03",24,"24-51",27,"LCO2",0.447
"291",1,"2017-10-03",27,"27-16",27,"LCO2",0.412
"292",1,"2017-10-03",27,"27-40",27,"LCO2",0.396
"293",1,"2017-10-03",27,"27-88",27,"LCO2",0.411
"294",1,"2017-10-03",30,"30-33",27,"LCO2",0.489
"295",1,"2017-10-03",30,"30-42",27,"LCO2",0.492
"296",1,"2017-10-03",30,"30-52",27,"LCO2",0.472
"297",1,"2017-10-03",20,"20-40",28,"HCO2",0.488
"298",1,"2017-10-03",20,"20-54",28,"HCO2",0.448
"299",1,"2017-10-03",20,"20-63",28,"HCO2",0.465
"300",1,"2017-10-03",20,"20-73",28,"HCO2",0.432
"301",1,"2017-10-03",20,"20-85",28,"HCO2",0.478
"302",1,"2017-10-03",20,"20-93",28,"HCO2",0.421
"303",1,"2017-10-03",20,"20-105",28,"HCO2",0.438
"304",1,"2017-10-03",22,"22-19",28,"HCO2",0.419
"305",1,"2017-10-03",22,"22-49",28,"HCO2",0.44
"306",1,"2017-10-03",22,"22-57",28,"HCO2",0.405
"307",1,"2017-10-03",23,"23-2",28,"HCO2",0.406
"308",1,"2017-10-03",23,"23-17",28,"HCO2",0.427
"309",1,"2017-10-03",23,"23-29",28,"HCO2",0.41
"310",1,"2017-10-03",23,"23-38",28,"HCO2",0.405
"311",1,"2017-10-03",23,"23-46",28,"HCO2",0.408
"312",1,"2017-10-03",24,"24-32",28,"HCO2",0.441
"313",1,"2017-10-03",24,"24-40",28,"HCO2",0.434
"314",1,"2017-10-03",24,"24-48",28,"HCO2",0.425
"315",1,"2017-10-03",27,"27-13",28,"HCO2",0.389
"316",1,"2017-10-03",27,"27-29",28,"HCO2",0.367
"317",1,"2017-10-03",27,"27-71",28,"HCO2",0.397
"318",1,"2017-10-03",30,"30-30",28,"HCO2",0.471
"319",1,"2017-10-03",30,"30-39",28,"HCO2",0.474
"320",1,"2017-10-03",30,"30-47",28,"HCO2",0.48
"321",1,"2017-10-03",30,"30-64",28,"HCO2",0.463
"322",1,"2017-10-03",20,"20-50",28,"LCO2",0.496
"323",1,"2017-10-03",20,"20-59",28,"LCO2",0.505
"324",1,"2017-10-03",20,"20-68",28,"LCO2",0.465
"325",1,"2017-10-03",20,"20-79",28,"LCO2",0.464
"326",1,"2017-10-03",20,"20-89",28,"LCO2",0.479
"327",1,"2017-10-03",20,"20-97",28,"LCO2",0.484
"328",1,"2017-10-03",22,"22-45",28,"LCO2",0.442
"329",1,"2017-10-03",22,"22-53",28,"LCO2",0.413
"330",1,"2017-10-03",22,"22-62",28,"LCO2",0.441
"331",1,"2017-10-03",23,"23-13",28,"LCO2",0.399
"332",1,"2017-10-03",23,"23-22",28,"LCO2",0.409
"333",1,"2017-10-03",23,"23-34",28,"LCO2",0.405
"334",1,"2017-10-03",23,"23-42",28,"LCO2",0.408
"335",1,"2017-10-03",23,"23-52",28,"LCO2",0.406
"336",1,"2017-10-03",24,"24-20",28,"LCO2",0.43
"337",1,"2017-10-03",24,"24-36",28,"LCO2",0.43
"338",1,"2017-10-03",24,"24-44",28,"LCO2",0.429
"339",1,"2017-10-03",24,"24-52",28,"LCO2",0.46
"340",1,"2017-10-03",27,"27-20",28,"LCO2",0.404
"341",1,"2017-10-03",27,"27-56",28,"LCO2",0.423
"342",1,"2017-10-03",27,"27-91",28,"LCO2",0.408
"343",1,"2017-10-03",30,"30-34",28,"LCO2",0.473
"344",1,"2017-10-03",30,"30-43",28,"LCO2",0.461
"345",1,"2017-10-03",30,"30-53",28,"LCO2",0.474
"346",1,"2017-10-03",20,"20-42",29,"HCO2",0.482
"347",1,"2017-10-03",20,"20-56",29,"HCO2",0.457
"348",1,"2017-10-03",20,"20-64",29,"HCO2",0.489
"349",1,"2017-10-03",20,"20-74",29,"HCO2",0.512
"350",1,"2017-10-03",20,"20-86",29,"HCO2",0.492
"351",1,"2017-10-03",20,"20-94",29,"HCO2",0.502
"352",1,"2017-10-03",20,"20-106",29,"HCO2",0.499
"353",1,"2017-10-03",22,"22-37",29,"HCO2",0.43
"354",1,"2017-10-03",22,"22-50",29,"HCO2",0.431
"355",1,"2017-10-03",22,"22-58",29,"HCO2",0.445
"356",1,"2017-10-03",23,"23-6",29,"HCO2",0.404
"357",1,"2017-10-03",23,"23-18",29,"HCO2",0.398
"358",1,"2017-10-03",23,"23-31",29,"HCO2",0.4
"359",1,"2017-10-03",23,"23-39",29,"HCO2",0.4
"360",1,"2017-10-03",23,"23-47",29,"HCO2",0.414
"361",1,"2017-10-03",24,"24-1",29,"HCO2",0.442
"362",1,"2017-10-03",24,"24-33",29,"HCO2",0.436
"363",1,"2017-10-03",24,"24-41",29,"HCO2",0.427
"364",1,"2017-10-03",24,"24-49",29,"HCO2",0.446
"365",1,"2017-10-03",27,"27-14",29,"HCO2",0.381
"366",1,"2017-10-03",27,"27-36",29,"HCO2",0.429
"367",1,"2017-10-03",27,"27-81",29,"HCO2",0.411
"368",1,"2017-10-03",30,"30-31",29,"HCO2",0.491
"369",1,"2017-10-03",30,"30-40",29,"HCO2",0.486
"370",1,"2017-10-03",30,"30-49",29,"HCO2",0.481
"371",1,"2017-10-03",20,"20-51",29,"LCO2",0.494
"372",1,"2017-10-03",20,"20-60",29,"LCO2",0.488
"373",1,"2017-10-03",20,"20-69",29,"LCO2",0.5
"374",1,"2017-10-03",20,"20-80",29,"LCO2",0.455
"375",1,"2017-10-03",20,"20-90",29,"LCO2",0.505
"376",1,"2017-10-03",20,"20-99",29,"LCO2",0.478
"377",1,"2017-10-03",22,"22-46",29,"LCO2",0.463
"378",1,"2017-10-03",22,"22-54",29,"LCO2",0.446
"379",1,"2017-10-03",22,"22-64",29,"LCO2",0.456
"380",1,"2017-10-03",23,"23-14",29,"LCO2",0.419
"381",1,"2017-10-03",23,"23-23",29,"LCO2",0.392
"382",1,"2017-10-03",23,"23-35",29,"LCO2",0.408
"383",1,"2017-10-03",23,"23-43",29,"LCO2",0.431
"384",1,"2017-10-03",23,"23-53",29,"LCO2",0.419
"385",1,"2017-10-03",24,"24-29",29,"LCO2",0.449
"386",1,"2017-10-03",24,"24-37",29,"LCO2",0.431
"387",1,"2017-10-03",24,"24-45",29,"LCO2",0.46
"388",1,"2017-10-03",24,"24-53",29,"LCO2",0.468
"389",1,"2017-10-03",27,"27-4",29,"LCO2",0.385
"390",1,"2017-10-03",27,"27-64",29,"LCO2",0.434
"391",1,"2017-10-03",27,"27-95",29,"LCO2",0.454
"392",1,"2017-10-03",30,"30-35",29,"LCO2",0.493
"393",1,"2017-10-03",30,"30-44",29,"LCO2",0.488
"394",1,"2017-10-03",30,"30-54",29,"LCO2",0.501
